number,original_method,SLOC_Logical,Cyclomatic,CyclomaticDensity,Halstead_Effort,Halstead_Bugs,Maintainability,refactored_method,SLOC_Logical,Cyclomatic,CyclomaticDensity,Halstead_Effort,Halstead_Bugs,Maintainability
11,"it('does not throws an error', async () => {\n expect(() => {\n process.on = jest.fn().mockImplementation((event, error) => {\n if (event === 'uncaughtException') {\n error({\n message: `redlock:lock-XRPBUSD`,\n code: 500\n });\n }\n });\n\n const { runErrorHandler } = require('../error-handler');\n runErrorHandler(mockLogger);\n }).not.toThrow();\n });",11,2,18.181818181818183,429.1524900675002,0.010579837777895349,100,"      it('does not throws an error', async () => {\n        expect(() => {\n          process.on = jest.fn().mockImplementation((_event, error) => {\n            error({\n              message: `redlock:lock-XRPBUSD`, \n              code: 500\n            });\n          });\n\n          const { runErrorHandler } = require('../error-handler');\n          runErrorHandler(mockLogger);\n        }).not.toThrow();\n      });",9,1,11.11111111111111,278.83182962847945,0.0098461568913087,100
12,"it('keeps 10 logs in the folder', () => {\n const files = fs.readdirSync(fileFolder);\n expect(files.length).toBe(10);\n });",4,1,25,70.9822575142789,0.0053626998907691775,100,"      it('keeps 10 logs in the folder', () => {\n        const files = fs.readdirSync(fileFolder);\n        // Use more specific assertion to check exact array length\n        expect(files).toHaveLength(10);\n      });",4,1,25,61.50100655355195,0.004841298945196911,100
13,"it('triggers refreshCandles', () => {\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-candles',\n {}\n );\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-ath-candles',\n {}\n );\n });",4,1,25,123.7707756890233,0.006166429958809705,100,"      it('triggers refreshCandles by deleting all candle records', () => {\n        const expectedParams = [logger, {}, ];\n        expect(mockMongo.deleteAll).toHaveBeenNthCalledWith(1, 'trailing-trade-candles', ...expectedParams);\n        expect(mockMongo.deleteAll).toHaveBeenNthCalledWith(2, 'trailing-trade-ath-candles', ...expectedParams);\n      });",5,1,20,154.19787434333296,0.007314817532785559,100
14,"it('triggers refreshCandles', () => {\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-candles',\n {}\n );\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-ath-candles',\n {}\n );\n });",4,1,25,123.7707756890233,0.006166429958809705,100,"      it('triggers refreshCandles by clearing candles collections', () => {\n        const expectedParams = [logger, expect.any(String), {}];\n        const collections = ['trailing-trade-candles', 'trailing-trade-ath-candles'];\n\n        collections.forEach(collection => {\n          expect(mockMongo.deleteAll).toHaveBeenCalledWith(logger, collection, {});\n        });\n      });",7,1,14.285714285714285,144.96868210301201,0.007857540796220268,100
15,"it('triggers refreshCandles', () => {\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-candles',\n {}\n );\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-ath-candles',\n {}\n );\n });",4,1,25,123.7707756890233,0.006166429958809705,100,"    it('triggers refreshCandles by clearing candles collections', () => {\n      const expectedCalls = [\n        ['trailing-trade-candles', {}],\n        ['trailing-trade-ath-candles', {}]\n      ];\n\n      expectedCalls.forEach(([collection, query]) => {\n        expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n          logger,\n          collection,\n          query\n        );\n      });\n    });",6,1,16.666666666666664,110.59505686030269,0.006687310203092252,100
16,"it('triggers refreshCandles', () => {\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-candles',\n {}\n );\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-ath-candles',\n {}\n );\n });",4,1,25,123.7707756890233,0.006166429958809705,100,"    it('triggers refreshCandles by deleting candles collections', () => {\n      const expectedCalls = [\n        ['trailing-trade-candles', {}],\n        ['trailing-trade-ath-candles', {}]\n      ];\n\n      expectedCalls.forEach(([collection, query]) => {\n        expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n          logger,\n          collection,\n          query\n        );\n      });\n    });",6,1,16.666666666666664,110.59505686030269,0.006687310203092252,100
17,"it('triggers cache.hset', () => {\n expect(mockCache.hset).toHaveBeenCalledWith(\n 'trailing-trade-streams',\n `count`,\n 1\n );\n });",3,1,33.33333333333333,43.18506523353571,0.004102996362278855,100,"      it('triggers cache.hset', () => {\n        // Initial stream count is 1 for user websocket\n        const INITIAL_STREAM_COUNT = 1;\n\n        expect(mockCache.hset).toHaveBeenCalledWith(\n          'trailing-trade-streams',\n          `count`,\n          INITIAL_STREAM_COUNT\n        );\n      });",4,1,25,57.65719364395496,0.0046374163084266905,100
18,"it('triggers cache.hset', () => {\n expect(mockCache.hset).toHaveBeenCalledWith(\n 'trailing-trade-streams',\n `count`,\n 1\n );\n });",3,1,33.33333333333333,43.18506523353571,0.004102996362278855,100,"    it('triggers cache.hset', () => {\n      // Initial stream count is 1 for user websocket\n      const INITIAL_STREAM_COUNT = 1;\n      expect(mockCache.hset).toHaveBeenCalledWith(\n        'trailing-trade-streams',\n        `count`,\n        INITIAL_STREAM_COUNT\n      );\n    });",4,1,25,57.65719364395496,0.0046374163084266905,100
19,"it('triggers status', () => {\n expect(mockRateLimiterMiddlewareResStatus).toHaveBeenCalledWith(403);\n });",3,1,33.33333333333333,30,0.003218297948685432,100,"        // HTTP status code 403 represents Forbidden - used when access to a resource is denied\n        const HTTP_STATUS_FORBIDDEN = 403;\n        it('triggers status', () => {\n          expect(mockRateLimiterMiddlewareResStatus).toHaveBeenCalledWith(HTTP_STATUS_FORBIDDEN);\n        });\n",4,1,25,43.473257162637424,0.0037702102294917654,100
20,"it('triggers clearInterval', () => {\n expect(spyOnClearInterval).toHaveBeenCalledWith(33);\n });",3,1,33.33333333333333,30,0.003218297948685432,100,"      // The interval ID 33 represents the mocked return value from setInterval\n      // This value is used to verify that clearInterval is called with the correct ID\n      const mockIntervalId = 33;\n      it('triggers clearInterval', () => {\n        expect(spyOnClearInterval).toHaveBeenCalledWith(mockIntervalId);\n      });",4,1,25,43.473257162637424,0.0037702102294917654,100
21,"it('triggers updateAccountInfo', () => {\n expect(mockUpdateAccountInfo).toHaveBeenCalledWith(\n loggerMock,\n [{ asset: 'ADA', free: '0.00000000', locked: '13.82000000' }],\n 1625585531721\n );\n });",3,1,33.33333333333333,66.41714012534482,0.005466787500811506,100,"      // Define test constants for account balance data\n      it('triggers updateAccountInfo', () => {\n        const testBalances = [{ \n          asset: 'ADA', \n          free: '0.00000000', \n          locked: '13.82000000' \n        }];\n        const testTimestamp = 1625585531721;\n\n        expect(mockUpdateAccountInfo).toHaveBeenCalledWith(\n          loggerMock,\n          testBalances,\n          testTimestamp\n        );\n      });",5,1,20,97.28161562175808,0.006486257016085221,100
22,"it('triggers slack.sendMessage', () => {\n expect(slackMock.sendMessage).toHaveBeenCalledWith(\n expect.stringContaining('BTCUSDT'),\n {\n apiLimit: 0,\n symbol: 'BTCUSDT'\n }\n );\n\n expect(slackMock.sendMessage).toHaveBeenCalledWith(\n expect.stringContaining(\n 'The bot queued to trigger the grid trade for buying'\n ),\n {\n apiLimit: 0,\n symbol: 'BTCUSDT'\n }\n );\n });",4,1,25,281.7442642322627,0.009024617499561433,100,"      it('triggers slack.sendMessage with correct parameters', () => {\n        expect(slackMock.sendMessage).toHaveBeenCalledTimes(2);\n        expect(slackMock.sendMessage).toHaveBeenNthCalledWith(1,\n          expect.stringContaining('BTCUSDT'),\n          {\n            apiLimit: 0,\n            symbol: 'BTCUSDT'\n          }\n        );\n        expect(slackMock.sendMessage).toHaveBeenNthCalledWith(2,\n          expect.stringContaining('The bot queued to trigger the grid trade for buying'),\n          {\n            apiLimit: 0,\n            symbol: 'BTCUSDT'\n          }\n        );\n      });",5,1,20,405.4763138520337,0.011254912299311729,100
23,"it(""returns URL for patch releasing"", () => {\n const result = getReleaseUrl(""2.3.1"", ""2.3.0"");\n assert.equal(\n result,\n getExpectedReleaseUrl({\n tag: ""2.3.1"",\n title: ""2.3.1"",\n body: ""🔗 [Changelog](https://github.com/prettier/prettier/blob/main/CHANGELOG.md#231)"",\n }),\n );\n });",4,1,25,100.97809539418941,0.006293792806151423,100,"    // Test for URL generation with correct tag\n    it(""returns URL with correct tag for patch release"", () => {\n      const result = getReleaseUrl(""2.3.1"", ""2.3.0"");\n      assert.equal(\n        new URLSearchParams(new URL(result).search).get(""tag""),\n        ""2.3.1""\n      );\n    });\n\n    // Test for URL generation with correct title \n    it(""returns URL with correct title for patch release"", () => {\n      const result = getReleaseUrl(""2.3.1"", ""2.3.0"");\n      assert.equal(\n        new URLSearchParams(new URL(result).search).get(""title""),\n        ""2.3.1""\n      );\n    });\n\n    // Test for URL generation with correct changelog body\n    it(""returns URL with correct changelog link in body for patch release"", () => {\n      const result = getReleaseUrl(""2.3.1"", ""2.3.0"");\n      assert.equal(\n        new URLSearchParams(new URL(result).search).get(""body""),\n        ""🔗 [Changelog](https://github.com/prettier/prettier/blob/main/CHANGELOG.md#231)""\n      );\n    });",12,1,8.333333333333332,713.1181356564149,0.014444185605129391,100
24,"it(""returns URL for minor releasing"", () => {\n const result = getReleaseUrl(""2.4.0"", ""2.3.0"");\n assert.equal(\n result,\n getExpectedReleaseUrl({\n tag: ""2.4.0"",\n title: ""2.4.0"",\n body: [\n ""[diff](https://github.com/prettier/prettier/compare/2.3.0...2.4.0)"",\n `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(\n ""/"",\n )}/2.4.0)`,\n ].join(""\n\n""),\n }),\n );\n });",4,1,25,162.6706359559867,0.008627890130576228,100,"    it(""returns URL with correct tag and title for minor release"", () => {\n      const result = getReleaseUrl(""2.4.0"", ""2.3.0"");\n      assert.equal(\n        result,\n        getExpectedReleaseUrl({\n          tag: ""2.4.0"", \n          title: ""2.4.0"",\n          body: [\n            ""[diff](https://github.com/prettier/prettier/compare/2.3.0...2.4.0)"",\n            `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(""/"")}/2.4.0)`,\n          ].join(""\n\n""),\n        })\n      );\n    });\n\n    it(""returns URL with correct diff link for minor release"", () => {\n      const result = getReleaseUrl(""2.4.0"", ""2.3.0"");\n      assert.match(result, /compare\/2\.3\.0\.\.\.2\.4\.0/);\n    });\n\n    it(""returns URL with correct release note link for minor release"", () => {\n      const result = getReleaseUrl(""2.4.0"", ""2.3.0"");\n      const datePath = getDateParts().join(""/"");\n      assert.match(result, new RegExp(`blog\/${datePath}\/2\.4\.0`));\n    });",13,1,7.6923076923076925,618.9699375973561,0.0150244492474897,99.74314973024698
25,"it(""returns URL for major releasing"", () => {\n const result = getReleaseUrl(""2.3.0"", ""2.2.0"");\n assert.equal(\n result,\n getExpectedReleaseUrl({\n tag: ""2.3.0"",\n title: ""2.3.0"",\n body: [\n ""[diff](https://github.com/prettier/prettier/compare/2.2.0...2.3.0)"",\n `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(\n ""/"",\n )}/2.3.0)`,\n ].join(""\n\n""),\n }),\n );\n });",4,1,25,162.6706359559867,0.008627890130576228,100,"    it(""returns URL with correct tag and title for major releasing"", () => {\n      const result = getReleaseUrl(""2.3.0"", ""2.2.0"");\n      const expectedUrl = getExpectedReleaseUrl({\n        tag: ""2.3.0"", \n        title: ""2.3.0""\n      });\n      assert.match(result, new RegExp(expectedUrl.split(""?"")[0]));\n      assert.match(result, /tag=2\.3\.0/);\n      assert.match(result, /title=2\.3\.0/);\n    });\n\n    it(""returns URL with correct diff link in body for major releasing"", () => {\n      const result = getReleaseUrl(""2.3.0"", ""2.2.0"");\n      assert.match(\n        result,\n        /body=.*\[diff\]\(https:\/\/github\.com\/prettier\/prettier\/compare\/2\.2\.0\.\.\.2\.3\.0\)/\n      );\n    });\n\n    it(""returns URL with correct release note link in body for major releasing"", () => {\n      const result = getReleaseUrl(""2.3.0"", ""2.2.0"");\n      const datePath = getDateParts().join(""/"");\n      assert.match(\n        result, \n        new RegExp(`body=.*Release note.*${datePath}\/2\.3\.0`)\n      );\n    });",16,1,6.25,760.6869603469191,0.01606883941841126,95.85520758540521
26,"it(""returns true for existing version"", async () => {\n assert.ok(await isVersionReleased(""1.0.0""));\n });",3,1,33.33333333333333,30,0.003218297948685432,100,"  it(""returns true when checking if version 1.0.0 exists in npm registry"", async () => {\n    // Explicitly test version existence check functionality\n    const version = ""1.0.0"";\n    const isReleased = await isVersionReleased(version);\n    assert.strictEqual(isReleased, true, `Version ${version} should exist in npm registry`);\n  });",5,1,20,68.51476695705185,0.00451370394047167,100
27,"it(""rejects for non-existing version"", async () => {\n await assert.rejects(() => isVersionReleased(""999.0.0""), {\n message: ""prettier@999.0.0 doesn't exit."",\n });\n });",3,1,33.33333333333333,39.86313713864835,0.0038897921399543107,100,"  it(""rejects with correct error message for non-existing version"", async () => {\n    await assert.rejects(() => isVersionReleased(""999.0.0""), {\n      message: ""prettier@999.0.0 doesn't exit."",\n    });\n  });\n\n  it(""rejects when attempting to check non-existing version number"", async () => {\n    await assert.rejects(() => isVersionReleased(""999.0.0""));\n  });",6,1,16.666666666666664,118.3894376155875,0.005986371980462904,100
28,"it('should not fire a scroll if the value has not changed since the previous call', () => {\n // this can happen if you scroll backward and forward super quick\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <ScrollableItem />\n </WithAppContext>,\n );\n const container: ?HTMLElement = wrapper\n .find('.scroll-container')\n .getDOMNode();\n invariant(container);\n // tell the droppable to watch for scrolling\n const callbacks: DroppableCallbacks =\n registerSpy.mock.calls[0][0].callbacks;\n\n // watch scroll will only be called after the dimension is requested\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, immediate);\n\n // first event\n scroll(container, { x: 500, y: 1000 });\n expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n preset.home.descriptor.id,\n { x: 500, y: 1000 },\n );\n // $ExpectError\n marshal.updateDroppableScroll.mockReset();\n\n // second event - scroll to same spot\n scroll(container, { x: 500, y: 1000 });\n expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();\n\n // third event - new value\n scroll(container, { x: 500, y: 1001 });\n expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n preset.home.descriptor.id,\n { x: 500, y: 1001 },\n );\n });",18,1,5.555555555555555,1605.8070154169495,0.028795258533030558,89.3971579037872,"  it('should not fire a scroll if the value has not changed since the previous call', () => {\n    const marshal: DimensionMarshal = getMarshalStub();\n    const registry: Registry = createRegistry();\n    const registerSpy = jest.spyOn(registry.droppable, 'register');\n    const wrapper = mount(\n      <WithAppContext marshal={marshal} registry={registry}>\n        <ScrollableItem />\n      </WithAppContext>,\n    );\n    const container: ?HTMLElement = wrapper\n      .find('.scroll-container')\n      .getDOMNode();\n    invariant(container);\n    \n    const callbacks: DroppableCallbacks =\n      registerSpy.mock.calls[0][0].callbacks;\n\n    callbacks.getDimensionAndWatchScroll(preset.windowScroll, immediate);\n\n    scroll(container, { x: 500, y: 1000 });\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n      preset.home.descriptor.id,\n      { x: 500, y: 1000 },\n    );\n    marshal.updateDroppableScroll.mockReset();\n\n    scroll(container, { x: 500, y: 1000 });\n    expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();\n\n    scroll(container, { x: 500, y: 1001 });\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n      preset.home.descriptor.id,\n      { x: 500, y: 1001 },\n    );\n  });",18,1,5.555555555555555,1605.8070154169495,0.028795258533030558,89.3971579037872
29,"it('should throttle multiple scrolls into a animation frame', () => {\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <ScrollableItem />\n </WithAppContext>,\n );\n const container: ?HTMLElement = wrapper\n .find('.scroll-container')\n .getDOMNode();\n invariant(container);\n // tell the droppable to watch for scrolling\n const callbacks: DroppableCallbacks =\n registerSpy.mock.calls[0][0].callbacks;\n\n // watch scroll will only be called after the dimension is requested\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n // first event\n scroll(container, { x: 500, y: 1000 });\n // second event in same frame\n scroll(container, { x: 200, y: 800 });\n\n // release the update animation frame\n requestAnimationFrame.step();\n\n expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n preset.home.descriptor.id,\n { x: 200, y: 800 },\n );\n\n // also checking that no loose frames are stored up\n requestAnimationFrame.flush();\n expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n });",17,1,5.88235294117647,1068.3349445894405,0.02542049732668734,91.29543250102327,"  it('should throttle multiple scrolls into a animation frame', () => {\n    const marshal: DimensionMarshal = getMarshalStub();\n    const registry: Registry = createRegistry();\n    const registerSpy = jest.spyOn(registry.droppable, 'register');\n    const wrapper = mount(\n      <WithAppContext marshal={marshal} registry={registry}>\n        <ScrollableItem />\n      </WithAppContext>,\n    );\n    const container: ?HTMLElement = wrapper\n      .find('.scroll-container')\n      .getDOMNode();\n    invariant(container);\n    const callbacks: DroppableCallbacks =\n      registerSpy.mock.calls[0][0].callbacks;\n\n    // watch scroll will only be called after the dimension is requested\n\n    // first event\n    // second event in same frame\n\n    // release the update animation frame\n\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n      preset.home.descriptor.id,\n      { x: 200, y: 800 },\n    );\n\n    // also checking that no loose frames are stored up\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n  });",12,1,8.333333333333332,676.9747763784081,0.020191943558564598,98.73412363110737
