number,original_method,SLOC_Logical,Cyclomatic,CyclomaticDensity,Halstead_Effort,Halstead_Bugs,Maintainability,refactored_method,SLOC_Logical,Cyclomatic,CyclomaticDensity,Halstead_Effort,Halstead_Bugs,Maintainability
15,"it('triggers refreshCandles', () => {\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-candles',\n {}\n );\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-ath-candles',\n {}\n );\n });",4,1,25,123.7707756890233,0.006166429958809705,100,"    it('triggers refreshCandles', () => {\n      expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n      logger,\n      expect.stringMatching(/^trailing-trade-(candles|ath-candles)$/),\n      {}\n      );\n    });",3,1,33.33333333333333,59.79470570797252,0.0047121475995650485,100
16,"it('triggers refreshCandles', () => {\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-candles',\n {}\n );\n expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n logger,\n 'trailing-trade-ath-candles',\n {}\n );\n });",4,1,25,123.7707756890233,0.006166429958809705,100,"    it('triggers refreshCandles', () => {\n      expect(mockMongo.deleteAll).toHaveBeenCalledWith(\n      logger,\n      expect.stringMatching(/^trailing-trade-(candles|ath-candles)$/),\n      {}\n      );\n    });",3,1,33.33333333333333,59.79470570797252,0.0047121475995650485,100
17,"it('triggers cache.hset', () => {\n expect(mockCache.hset).toHaveBeenCalledWith(\n 'trailing-trade-streams',\n `count`,\n 1\n );\n });",3,1,33.33333333333333,43.18506523353571,0.004102996362278855,100,"      it('triggers cache.hset', () => {\n        const expectedStreamCount = 1; // Number of streams expected\n        expect(mockCache.hset).toHaveBeenCalledWith(\n          'trailing-trade-streams',\n          `count`,\n          expectedStreamCount\n        );\n      });",4,1,25,57.65719364395496,0.0046374163084266905,100
18,"it('triggers cache.hset', () => {\n expect(mockCache.hset).toHaveBeenCalledWith(\n 'trailing-trade-streams',\n `count`,\n 1\n );\n });",3,1,33.33333333333333,43.18506523353571,0.004102996362278855,100,"    it('triggers cache.hset', () => {\n      const expectedStreamCount = 1; // Represents the initial stream count\n      expect(mockCache.hset).toHaveBeenCalledWith(\n      'trailing-trade-streams',\n      `count`,\n      expectedStreamCount\n      );\n    });",4,1,25,57.65719364395496,0.0046374163084266905,100
19,"it('triggers status', () => {\n expect(mockRateLimiterMiddlewareResStatus).toHaveBeenCalledWith(403);\n });",3,1,33.33333333333333,30,0.003218297948685432,100,"        const FORBIDDEN_STATUS_CODE = 403;\n\n        it('triggers status', () => {\n          expect(mockRateLimiterMiddlewareResStatus).toHaveBeenCalledWith(FORBIDDEN_STATUS_CODE);\n        });",4,1,25,43.473257162637424,0.0037702102294917654,100
20,"it('triggers clearInterval', () => {\n expect(spyOnClearInterval).toHaveBeenCalledWith(33);\n });",3,1,33.33333333333333,30,0.003218297948685432,100,"      const intervalId = 33; // Assigning a meaningful variable name for the magic number\n      it('triggers clearInterval', () => {\n        expect(spyOnClearInterval).toHaveBeenCalledWith(intervalId);\n      });",4,1,25,43.473257162637424,0.0037702102294917654,100
21,"it('triggers updateAccountInfo', () => {\n expect(mockUpdateAccountInfo).toHaveBeenCalledWith(\n loggerMock,\n [{ asset: 'ADA', free: '0.00000000', locked: '13.82000000' }],\n 1625585531721\n );\n });",3,1,33.33333333333333,66.41714012534482,0.005466787500811506,100,"      const mockBalances = [{ asset: 'ADA', free: '0.00000000', locked: '13.82000000' }];\n      const mockLastAccountUpdate = 1625585531721;\n\n      it('triggers updateAccountInfo', () => {\n        expect(mockUpdateAccountInfo).toHaveBeenCalledWith(\n          loggerMock,\n          mockBalances,\n          mockLastAccountUpdate\n        );\n      });",5,1,20,97.28161562175808,0.006486257016085221,100
22,"it('triggers slack.sendMessage', () => {\n expect(slackMock.sendMessage).toHaveBeenCalledWith(\n expect.stringContaining('BTCUSDT'),\n {\n apiLimit: 0,\n symbol: 'BTCUSDT'\n }\n );\n\n expect(slackMock.sendMessage).toHaveBeenCalledWith(\n expect.stringContaining(\n 'The bot queued to trigger the grid trade for buying'\n ),\n {\n apiLimit: 0,\n symbol: 'BTCUSDT'\n }\n );\n });",4,1,25,281.7442642322627,0.009024617499561433,100," it('triggers slack.sendMessage', () => {\n        expect(slackMock.sendMessage).toHaveBeenCalledWith(\n          expect.stringContaining(\n        'The bot queued to trigger the grid trade for buying'\n          ),\n          {\n        apiLimit: 0,\n        symbol: 'BTCUSDT'\n          }\n        );\n      });",3,1,33.33333333333333,82.49268997791475,0.005988448488353101,100
23,"it(""returns URL for patch releasing"", () => {\n const result = getReleaseUrl(""2.3.1"", ""2.3.0"");\n assert.equal(\n result,\n getExpectedReleaseUrl({\n tag: ""2.3.1"",\n title: ""2.3.1"",\n body: ""🔗 [Changelog](https://github.com/prettier/prettier/blob/main/CHANGELOG.md#231)"",\n }),\n );\n });",4,1,25,100.97809539418941,0.006293792806151423,100,"    describe(""getReleaseUrl for patch releasing"", () => {\n      it(""returns the correct tag and title"", () => {\n      const result = getReleaseUrl(""2.3.1"", ""2.3.0"");\n      const expectedTag = ""2.3.1"";\n      const expectedTitle = ""2.3.1"";\n      assert.equal(new URLSearchParams(result).get(""tag""), expectedTag);\n      assert.equal(new URLSearchParams(result).get(""title""), expectedTitle);\n      });\n\n      it(""returns the correct body"", () => {\n      const result = getReleaseUrl(""2.3.1"", ""2.3.0"");\n      const expectedBody = ""🔗 [Changelog](https://github.com/prettier/prettier/blob/main/CHANGELOG.md#231)"";\n      assert.equal(new URLSearchParams(result).get(""body""), expectedBody);\n      });\n    });",14,1,7.142857142857142,530.2264194559746,0.013531639325675077,99.35885675104569
24,"it(""returns URL for minor releasing"", () => {\n const result = getReleaseUrl(""2.4.0"", ""2.3.0"");\n assert.equal(\n result,\n getExpectedReleaseUrl({\n tag: ""2.4.0"",\n title: ""2.4.0"",\n body: [\n ""[diff](https://github.com/prettier/prettier/compare/2.3.0...2.4.0)"",\n `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(\n ""/"",\n )}/2.4.0)`,\n ].join(""\n\n""),\n }),\n );\n });",4,1,25,162.6706359559867,0.008627890130576228,100,"    describe(""minor release URL generation"", () => {\n      it(""includes the correct tag and title"", () => {\n      const result = getReleaseUrl(""2.4.0"", ""2.3.0"");\n      const expectedUrl = getExpectedReleaseUrl({\n        tag: ""2.4.0"",\n        title: ""2.4.0"",\n        body: [\n        ""[diff](https://github.com/prettier/prettier/compare/2.3.0...2.4.0)"",\n        `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(\n          ""/"",\n        )}/2.4.0)`,\n        ].join(""\n\n""),\n      });\n      assert.equal(result, expectedUrl);\n      });\n\n      it(""includes the correct diff link in the body"", () => {\n      const result = getReleaseUrl(""2.4.0"", ""2.3.0"");\n      const expectedBody = [\n        ""[diff](https://github.com/prettier/prettier/compare/2.3.0...2.4.0)"",\n        `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(\n        ""/"",\n        )}/2.4.0)`,\n      ].join(""\n\n"");\n      const parameters = new URLSearchParams(new URL(result).search);\n      assert.equal(parameters.get(""body""), expectedBody);\n      });\n\n      it(""includes the correct release note link in the body"", () => {\n      const result = getReleaseUrl(""2.4.0"", ""2.3.0"");\n      const expectedReleaseNoteLink = `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(\n        ""/"",\n      )}/2.4.0)`;\n      const parameters = new URLSearchParams(new URL(result).search);\n      assert.ok(parameters.get(""body"").includes(expectedReleaseNoteLink));\n      });\n    });",19,1,5.263157894736842,1224.648714267475,0.02195947717479332,90.63516198124294
25,"it(""returns URL for major releasing"", () => {\n const result = getReleaseUrl(""2.3.0"", ""2.2.0"");\n assert.equal(\n result,\n getExpectedReleaseUrl({\n tag: ""2.3.0"",\n title: ""2.3.0"",\n body: [\n ""[diff](https://github.com/prettier/prettier/compare/2.2.0...2.3.0)"",\n `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(\n ""/"",\n )}/2.3.0)`,\n ].join(""\n\n""),\n }),\n );\n });",4,1,25,162.6706359559867,0.008627890130576228,100,"    describe(""major release URL generation"", () => {\n      it(""includes the correct tag and title"", () => {\n      const result = getReleaseUrl(""2.3.0"", ""2.2.0"");\n      const expectedParameters = {\n        tag: ""2.3.0"",\n        title: ""2.3.0"",\n      };\n      assert.equal(\n        result.startsWith(getExpectedReleaseUrl(expectedParameters)),\n        true,\n      );\n      });\n\n      it(""includes the correct diff link in the body"", () => {\n      const result = getReleaseUrl(""2.3.0"", ""2.2.0"");\n      const diffLink = ""[diff](https://github.com/prettier/prettier/compare/2.2.0...2.3.0)"";\n      assert.equal(result.includes(diffLink), true);\n      });\n\n      it(""includes the correct release note link in the body"", () => {\n      const result = getReleaseUrl(""2.3.0"", ""2.2.0"");\n      const releaseNoteLink = `🔗 [Release note](https://prettier.io/blog/${getDateParts().join(""/"")}/2.3.0)`;\n      assert.equal(result.includes(releaseNoteLink), true);\n      });\n    });",17,1,5.88235294117647,644.3519446951746,0.01588680007216953,94.9619570483988
26,"it(""returns true for existing version"", async () => {\n assert.ok(await isVersionReleased(""1.0.0""));\n });",3,1,33.33333333333333,30,0.003218297948685432,100,"  describe(""when the version exists"", () => {\n    it(""returns true"", async () => {\n      assert.ok(await isVersionReleased(""1.0.0""));\n    });\n  });",5,1,20,43.18506523353571,0.004102996362278855,100
27,"it(""rejects for non-existing version"", async () => {\n await assert.rejects(() => isVersionReleased(""999.0.0""), {\n message: ""prettier@999.0.0 doesn't exit."",\n });\n });",3,1,33.33333333333333,39.86313713864835,0.0038897921399543107,100,"  describe(""when the version exists"", () => {\n    it(""returns true"", async () => {\n      assert.ok(await isVersionReleased(""1.0.0""));\n    });\n  });\n\n  describe(""when the version does not exist"", () => {\n    it(""rejects with an appropriate error message"", async () => {\n      await assert.rejects(() => isVersionReleased(""999.0.0""), {\n        message: ""prettier@999.0.0 doesn't exit."",\n      });\n    });\n  });",10,1,10,144,0.007745047644751603,100
28,"it('should not fire a scroll if the value has not changed since the previous call', () => {\n // this can happen if you scroll backward and forward super quick\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <ScrollableItem />\n </WithAppContext>,\n );\n const container: ?HTMLElement = wrapper\n .find('.scroll-container')\n .getDOMNode();\n invariant(container);\n // tell the droppable to watch for scrolling\n const callbacks: DroppableCallbacks =\n registerSpy.mock.calls[0][0].callbacks;\n\n // watch scroll will only be called after the dimension is requested\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, immediate);\n\n // first event\n scroll(container, { x: 500, y: 1000 });\n expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n preset.home.descriptor.id,\n { x: 500, y: 1000 },\n );\n // $ExpectError\n marshal.updateDroppableScroll.mockReset();\n\n // second event - scroll to same spot\n scroll(container, { x: 500, y: 1000 });\n expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();\n\n // third event - new value\n scroll(container, { x: 500, y: 1001 });\n expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n preset.home.descriptor.id,\n { x: 500, y: 1001 },\n );\n });",18,1,5.555555555555555,1605.8070154169495,0.028795258533030558,89.3971579037872,"  it('should not fire a scroll if the value has not changed since the previous call', () => {\n    const marshal: DimensionMarshal = getMarshalStub();\n    const registry: Registry = createRegistry();\n    const registerSpy = jest.spyOn(registry.droppable, 'register');\n    const wrapper = mount(\n      <WithAppContext marshal={marshal} registry={registry}>\n        <ScrollableItem />\n      </WithAppContext>,\n    );\n    const container: ?HTMLElement = wrapper\n      .find('.scroll-container')\n      .getDOMNode();\n    invariant(container);\n\n    const callbacks: DroppableCallbacks =\n      registerSpy.mock.calls[0][0].callbacks;\n\n    callbacks.getDimensionAndWatchScroll(preset.windowScroll, immediate);\n\n    scroll(container, { x: 500, y: 1000 });\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n      preset.home.descriptor.id,\n      { x: 500, y: 1000 },\n    );\n\n    marshal.updateDroppableScroll.mockReset();\n\n    scroll(container, { x: 500, y: 1000 });\n    expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();\n\n    scroll(container, { x: 500, y: 1001 });\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n      preset.home.descriptor.id,\n      { x: 500, y: 1001 },\n    );\n  });",18,1,5.555555555555555,1605.8070154169495,0.028795258533030558,89.3971579037872
29,"it('should throttle multiple scrolls into a animation frame', () => {\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <ScrollableItem />\n </WithAppContext>,\n );\n const container: ?HTMLElement = wrapper\n .find('.scroll-container')\n .getDOMNode();\n invariant(container);\n // tell the droppable to watch for scrolling\n const callbacks: DroppableCallbacks =\n registerSpy.mock.calls[0][0].callbacks;\n\n // watch scroll will only be called after the dimension is requested\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n // first event\n scroll(container, { x: 500, y: 1000 });\n // second event in same frame\n scroll(container, { x: 200, y: 800 });\n\n // release the update animation frame\n requestAnimationFrame.step();\n\n expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n preset.home.descriptor.id,\n { x: 200, y: 800 },\n );\n\n // also checking that no loose frames are stored up\n requestAnimationFrame.flush();\n expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n });",17,1,5.88235294117647,1068.3349445894405,0.02542049732668734,91.29543250102327,"  it('should throttle multiple scrolls into a single animation frame', () => {\n    const marshal: DimensionMarshal = getMarshalStub();\n    const registry: Registry = createRegistry();\n    const registerSpy = jest.spyOn(registry.droppable, 'register');\n    const wrapper = mount(\n      <WithAppContext marshal={marshal} registry={registry}>\n        <ScrollableItem />\n      </WithAppContext>,\n    );\n    const container: ?HTMLElement = wrapper\n      .find('.scroll-container')\n      .getDOMNode();\n    invariant(container);\n\n    const callbacks: DroppableCallbacks =\n      registerSpy.mock.calls[0][0].callbacks;\n\n    callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n    scroll(container, { x: 500, y: 1000 });\n    scroll(container, { x: 200, y: 800 });\n\n    requestAnimationFrame.step();\n\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n      preset.home.descriptor.id,\n      { x: 200, y: 800 },\n    );\n\n    requestAnimationFrame.flush();\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n  });",17,1,5.88235294117647,1068.3349445894405,0.02542049732668734,91.29543250102327
30,"it('should not fire a scroll if the value has not changed since the previous frame', () => {\n // this can happen if you scroll backward and forward super quick\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <ScrollableItem />\n </WithAppContext>,\n );\n const container: ?HTMLElement = wrapper\n .find('.scroll-container')\n .getDOMNode();\n invariant(container);\n // tell the droppable to watch for scrolling\n const callbacks: DroppableCallbacks =\n registerSpy.mock.calls[0][0].callbacks;\n\n // watch scroll will only be called after the dimension is requested\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n // first event\n scroll(container, { x: 500, y: 1000 });\n // release the frame\n requestAnimationFrame.step();\n expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n preset.home.descriptor.id,\n { x: 500, y: 1000 },\n );\n // $ExpectError\n marshal.updateDroppableScroll.mockReset();\n\n // second event\n scroll(container, { x: 501, y: 1001 });\n // no frame to release change yet\n\n // third event - back to original value\n scroll(container, { x: 500, y: 1000 });\n // release the frame\n requestAnimationFrame.step();\n expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();\n });",19,1,5.263157894736842,1294.2278336067534,0.027576148196781666,88.85869329998171,"  it('should not fire a scroll if the value has not changed since the previous frame', () => {\n    const marshal: DimensionMarshal = getMarshalStub();\n    const registry: Registry = createRegistry();\n    const registerSpy = jest.spyOn(registry.droppable, 'register');\n    const wrapper = mount(\n      <WithAppContext marshal={marshal} registry={registry}>\n        <ScrollableItem />\n      </WithAppContext>,\n    );\n    const container: ?HTMLElement = wrapper\n      .find('.scroll-container')\n      .getDOMNode();\n    invariant(container);\n\n    const callbacks: DroppableCallbacks =\n      registerSpy.mock.calls[0][0].callbacks;\n\n    callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n    scroll(container, { x: 500, y: 1000 });\n    requestAnimationFrame.step();\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);\n    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(\n      preset.home.descriptor.id,\n      { x: 500, y: 1000 },\n    );\n    marshal.updateDroppableScroll.mockReset();\n\n    scroll(container, { x: 501, y: 1001 });\n    scroll(container, { x: 500, y: 1000 });\n    requestAnimationFrame.step();\n    expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();\n  });",19,1,5.263157894736842,1294.2278336067534,0.027576148196781666,88.85869329998171
