Id,Tool Detection,Repository,File,Type,Lines,Method Lines,Prompt,Original Method,Refactored Method,Refactored,Removed smell,Added new smell,Test results changed,Coverage changed,Test before,Coverage before,Test after,Coverage after,Observation
27,steel,prettier/prettier,/scripts/release/tests/version-check.test.js,Lazy Test,"{'line': 10, 'column': 31, 'index': 389}",start: 9 end: 13,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Lazy Test
- Smell Location:  Line : 11, column: 31, index: 389
- Description:  Lazy Test occurs when a single test is written superficially and verifies multiple functionalities of a class without going into detail about each one.

Request:
Refactor the affected code to eliminate the Lazy Test. Ensure the test remains correct, readable, and maintainable.","it(""rejects for non-existing version"", async () => {
 await assert.rejects(() => isVersionReleased(""999.0.0""), {
 message: ""prettier@999.0.0 doesn't exit."",
 });
 });","  describe(""when the version exists"", () => {
    it(""returns true"", async () => {
      assert.ok(await isVersionReleased(""1.0.0""));
    });
  });

  describe(""when the version does not exist"", () => {
    it(""rejects with an appropriate error message"", async () => {
      await assert.rejects(() => isVersionReleased(""999.0.0""), {
        message: ""prettier@999.0.0 doesn't exit."",
      });
    });
  });",TRUE,FALSE,TRUE,FALSE,FALSE,"Test Suites: 1359 passed, 1359 total
Tests: 20 skipped, 22291 passed, 22311 total
Snapshots: 9274 passed, 9274 total
Time: 198.56 s","Statements : 97.9%
Branches : 97.71%
Functions : 98.18%
Lines : 97.9%","Test Suites: 1359 passed, 1359 total
Tests: 20 skipped, 22291 passed, 22311 total
Snapshots: 9274 passed, 9274 total
Time: 306.76 s","Statements : 97.9%
Branches : 97.71%
Functions : 98.18%
Lines : 97.9%",
28,snutsjs,atlassian/react-beautiful-dnd,/test/unit/view/use-droppable-publisher/scroll-watching.spec.js,OvercommentedTest,"{""startLine"":59,""endLine"":100}",start: 59 end: 100,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: OvercommentedTest
- Smell Location:  Line Range:  startLine : 59, endLine : 100
- Description:  A test method that has been excessively commented on

Request:
Refactor the affected code to eliminate the OvercommentedTest. Ensure the test remains correct, readable, and maintainable.","it('should not fire a scroll if the value has not changed since the previous call', () => {
 // this can happen if you scroll backward and forward super quick
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <ScrollableItem />
 </WithAppContext>,
 );
 const container: ?HTMLElement = wrapper
 .find('.scroll-container')
 .getDOMNode();
 invariant(container);
 // tell the droppable to watch for scrolling
 const callbacks: DroppableCallbacks =
 registerSpy.mock.calls[0][0].callbacks;

 // watch scroll will only be called after the dimension is requested
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, immediate);

 // first event
 scroll(container, { x: 500, y: 1000 });
 expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
 expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(
 preset.home.descriptor.id,
 { x: 500, y: 1000 },
 );
 // $ExpectError
 marshal.updateDroppableScroll.mockReset();

 // second event - scroll to same spot
 scroll(container, { x: 500, y: 1000 });
 expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();

 // third event - new value
 scroll(container, { x: 500, y: 1001 });
 expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(
 preset.home.descriptor.id,
 { x: 500, y: 1001 },
 );
 });","  it('should not fire a scroll if the value has not changed since the previous call', () => {
    const marshal: DimensionMarshal = getMarshalStub();
    const registry: Registry = createRegistry();
    const registerSpy = jest.spyOn(registry.droppable, 'register');
    const wrapper = mount(
      <WithAppContext marshal={marshal} registry={registry}>
        <ScrollableItem />
      </WithAppContext>,
    );
    const container: ?HTMLElement = wrapper
      .find('.scroll-container')
      .getDOMNode();
    invariant(container);

    const callbacks: DroppableCallbacks =
      registerSpy.mock.calls[0][0].callbacks;

    callbacks.getDimensionAndWatchScroll(preset.windowScroll, immediate);

    scroll(container, { x: 500, y: 1000 });
    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(
      preset.home.descriptor.id,
      { x: 500, y: 1000 },
    );

    marshal.updateDroppableScroll.mockReset();

    scroll(container, { x: 500, y: 1000 });
    expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();

    scroll(container, { x: 500, y: 1001 });
    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(
      preset.home.descriptor.id,
      { x: 500, y: 1001 },
    );
  });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 27.303s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
29,snutsjs,atlassian/react-beautiful-dnd,/test/unit/view/use-droppable-publisher/scroll-watching.spec.js,OvercommentedTest,"{""startLine"":134,""endLine"":171}",start: 134 end: 171,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: OvercommentedTest
- Smell Location:  Line Range:  startLine : 134, endLine : 171
- Description:  A test method that has been excessively commented on

Request:
Refactor the affected code to eliminate the OvercommentedTest. Ensure the test remains correct, readable, and maintainable.","it('should throttle multiple scrolls into a animation frame', () => {
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <ScrollableItem />
 </WithAppContext>,
 );
 const container: ?HTMLElement = wrapper
 .find('.scroll-container')
 .getDOMNode();
 invariant(container);
 // tell the droppable to watch for scrolling
 const callbacks: DroppableCallbacks =
 registerSpy.mock.calls[0][0].callbacks;

 // watch scroll will only be called after the dimension is requested
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

 // first event
 scroll(container, { x: 500, y: 1000 });
 // second event in same frame
 scroll(container, { x: 200, y: 800 });

 // release the update animation frame
 requestAnimationFrame.step();

 expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
 expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(
 preset.home.descriptor.id,
 { x: 200, y: 800 },
 );

 // also checking that no loose frames are stored up
 requestAnimationFrame.flush();
 expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
 });","  it('should throttle multiple scrolls into a single animation frame', () => {
    const marshal: DimensionMarshal = getMarshalStub();
    const registry: Registry = createRegistry();
    const registerSpy = jest.spyOn(registry.droppable, 'register');
    const wrapper = mount(
      <WithAppContext marshal={marshal} registry={registry}>
        <ScrollableItem />
      </WithAppContext>,
    );
    const container: ?HTMLElement = wrapper
      .find('.scroll-container')
      .getDOMNode();
    invariant(container);

    const callbacks: DroppableCallbacks =
      registerSpy.mock.calls[0][0].callbacks;

    callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

    scroll(container, { x: 500, y: 1000 });
    scroll(container, { x: 200, y: 800 });

    requestAnimationFrame.step();

    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(
      preset.home.descriptor.id,
      { x: 200, y: 800 },
    );

    requestAnimationFrame.flush();
    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
  });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 25.797s, estimated 27s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
30,snutsjs,atlassian/react-beautiful-dnd,/test/unit/view/use-droppable-publisher/scroll-watching.spec.js,OvercommentedTest,"{""startLine"":173,""endLine"":215}",start: 173 end: 215,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: OvercommentedTest
- Smell Location:  Line Range:  startLine : 173, endLine : 215
- Description:  A test method that has been excessively commented on

Request:
Refactor the affected code to eliminate the OvercommentedTest. Ensure the test remains correct, readable, and maintainable.","it('should not fire a scroll if the value has not changed since the previous frame', () => {
 // this can happen if you scroll backward and forward super quick
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <ScrollableItem />
 </WithAppContext>,
 );
 const container: ?HTMLElement = wrapper
 .find('.scroll-container')
 .getDOMNode();
 invariant(container);
 // tell the droppable to watch for scrolling
 const callbacks: DroppableCallbacks =
 registerSpy.mock.calls[0][0].callbacks;

 // watch scroll will only be called after the dimension is requested
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

 // first event
 scroll(container, { x: 500, y: 1000 });
 // release the frame
 requestAnimationFrame.step();
 expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
 expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(
 preset.home.descriptor.id,
 { x: 500, y: 1000 },
 );
 // $ExpectError
 marshal.updateDroppableScroll.mockReset();

 // second event
 scroll(container, { x: 501, y: 1001 });
 // no frame to release change yet

 // third event - back to original value
 scroll(container, { x: 500, y: 1000 });
 // release the frame
 requestAnimationFrame.step();
 expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();
 });","  it('should not fire a scroll if the value has not changed since the previous frame', () => {
    const marshal: DimensionMarshal = getMarshalStub();
    const registry: Registry = createRegistry();
    const registerSpy = jest.spyOn(registry.droppable, 'register');
    const wrapper = mount(
      <WithAppContext marshal={marshal} registry={registry}>
        <ScrollableItem />
      </WithAppContext>,
    );
    const container: ?HTMLElement = wrapper
      .find('.scroll-container')
      .getDOMNode();
    invariant(container);

    const callbacks: DroppableCallbacks =
      registerSpy.mock.calls[0][0].callbacks;

    callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

    scroll(container, { x: 500, y: 1000 });
    requestAnimationFrame.step();
    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
    expect(marshal.updateDroppableScroll).toHaveBeenCalledWith(
      preset.home.descriptor.id,
      { x: 500, y: 1000 },
    );
    marshal.updateDroppableScroll.mockReset();

    scroll(container, { x: 501, y: 1001 });
    scroll(container, { x: 500, y: 1000 });
    requestAnimationFrame.step();
    expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();
  });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.032s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
31,snutsjs,atlassian/react-beautiful-dnd,/test/unit/view/use-droppable-publisher/scroll-watching.spec.js,OvercommentedTest,"{""startLine"":217,""endLine"":254}",start: 217 end: 254,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: OvercommentedTest
- Smell Location:  Line Range:  startLine : 217, endLine : 254
- Description:  A test method that has been excessively commented on

Request:
Refactor the affected code to eliminate the OvercommentedTest. Ensure the test remains correct, readable, and maintainable.","it('should not publish a scroll update after requested not to update while an animation frame is occurring', () => {
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <ScrollableItem />
 </WithAppContext>,
 );
 const container: ?HTMLElement = wrapper
 .find('.scroll-container')
 .getDOMNode();
 invariant(container);
 // tell the droppable to watch for scrolling
 const callbacks: DroppableCallbacks =
 registerSpy.mock.calls[0][0].callbacks;

 // watch scroll will only be called after the dimension is requested
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

 // first event
 scroll(container, { x: 500, y: 1000 });
 requestAnimationFrame.step();
 expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
 // $ExpectError
 marshal.updateDroppableScroll.mockReset();

 // second event
 scroll(container, { x: 400, y: 100 });
 // no animation frame to release event fired yet

 // unwatching before frame fired
 callbacks.dragStopped();

 // flushing any frames
 requestAnimationFrame.flush();
 expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();
 });","  it('should not publish a scroll update after being stopped during an animation frame', () => {
    const marshal: DimensionMarshal = getMarshalStub();
    const registry: Registry = createRegistry();
    const registerSpy = jest.spyOn(registry.droppable, 'register');
    const wrapper = mount(
      <WithAppContext marshal={marshal} registry={registry}>
        <ScrollableItem />
      </WithAppContext>,
    );
    const container: ?HTMLElement = wrapper
      .find('.scroll-container')
      .getDOMNode();
    invariant(container);

    const callbacks: DroppableCallbacks =
      registerSpy.mock.calls[0][0].callbacks;

    callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

    scroll(container, { x: 500, y: 1000 });
    requestAnimationFrame.step();
    expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
    marshal.updateDroppableScroll.mockReset();

    scroll(container, { x: 400, y: 100 });
    callbacks.dragStopped();

    requestAnimationFrame.flush();
    expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();
  });
",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 27.198s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
32,snutsjs,atlassian/react-beautiful-dnd,/test/unit/view/use-droppable-publisher/scroll-watching.spec.js,OvercommentedTest,"{""startLine"":257,""endLine"":288}",start: 257 end: 288,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: OvercommentedTest
- Smell Location:  Line Range:  startLine : 257, endLine : 288
- Description:  A test method that has been excessively commented on

Request:
Refactor the affected code to eliminate the OvercommentedTest. Ensure the test remains correct, readable, and maintainable.","it('should stop watching scroll when no longer required to publish', () => {
 // this can happen if you scroll backward and forward super quick
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <ScrollableItem />
 </WithAppContext>,
 );
 const container: ?HTMLElement = wrapper
 .find('.scroll-container')
 .getDOMNode();
 invariant(container);
 // tell the droppable to watch for scrolling
 const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;

 // watch scroll will only be called after the dimension is requested
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, immediate);

 // first event
 scroll(container, { x: 500, y: 1000 });
 expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
 // $ExpectError
 marshal.updateDroppableScroll.mockReset();

 callbacks.dragStopped();

 // scroll event after no longer watching
 scroll(container, { x: 190, y: 400 });
 expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();
});","it('should stop watching scroll when no longer required to publish', () => {
  const marshal: DimensionMarshal = getMarshalStub();
  const registry: Registry = createRegistry();
  const registerSpy = jest.spyOn(registry.droppable, 'register');
  const wrapper = mount(
    <WithAppContext marshal={marshal} registry={registry}>
      <ScrollableItem />
    </WithAppContext>,
  );
  const container: ?HTMLElement = wrapper
    .find('.scroll-container')
    .getDOMNode();
  invariant(container);

  const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;
  callbacks.getDimensionAndWatchScroll(preset.windowScroll, immediate);

  scroll(container, { x: 500, y: 1000 });
  expect(marshal.updateDroppableScroll).toHaveBeenCalledTimes(1);
  marshal.updateDroppableScroll.mockReset();

  callbacks.dragStopped();
  scroll(container, { x: 190, y: 400 });
  expect(marshal.updateDroppableScroll).not.toHaveBeenCalled();
});",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.785s, estimated 27s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
33,snutsjs,atlassian/react-beautiful-dnd,/test/unit/health/src-file-name-convention.spec.js,ConditionalTestLogic,"{""startLine"":28,""endLine"":30}",start: 18 end: 41,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: ConditionalTestLogic
- Smell Location:  Line Range:  startLine : 28, endLine : 30
- Description:  Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests

Request:
Refactor the affected code to eliminate the ConditionalTestLogic. Ensure the test remains correct, readable, and maintainable.","it('should have every prettier target following the file name convention', async () => {
 const targets: string[] = pkg.config.prettier_target.split(' ');
 const paths: string[] = await globby(targets);

 invariant(
 paths.length,
 'Could not find files to test against file name convention',
 );

 paths.forEach((filePath: string) => {
 if (exceptions.includes(filePath)) {
 return;
 }

 const isMatching: boolean = isSnakeCase(filePath);

 invariant(
 isMatching,
 `${filePath} does not follow the file path convention (snake-case.js) ${convention.toString()}`,
 );

 expect(isMatching).toBe(true);
 });
});","it('should have every prettier target following the file name convention', async () => {
  const targets: string[] = pkg.config.prettier_target.split(' ');
  const paths: string[] = await globby(targets);

  invariant(
    paths.length,
    'Could not find files to test against file name convention',
  );

  const nonCompliantFiles = paths.filter(
    (filePath: string) =>
      !exceptions.includes(filePath) && !isSnakeCase(filePath)
  );

  expect(nonCompliantFiles).toHaveLength(0);

  nonCompliantFiles.forEach((filePath: string) => {
    invariant(
      false,
      `${filePath} does not follow the file path convention (snake-case.js) ${convention.toString()}`,
    );
  });
});
",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.014s, estimated 27s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
34,snutsjs,atlassian/react-beautiful-dnd,/test/unit/docs/content.spec.js,ConditionalTestLogic,"{""startLine"":20,""endLine"":25}",start: 8 end: 30,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: ConditionalTestLogic
- Smell Location:  Line Range:  startLine : 20, endLine : 25
- Description:  Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests

Request:
Refactor the affected code to eliminate the ConditionalTestLogic. Ensure the test remains correct, readable, and maintainable.","it('should end all nested docs with a link back to the documentation root', async () => {
 const files: string[] = await globby('docs/**/*.md');
 expect(files.length).toBeGreaterThan(0);
 const backLink: string =
 '[← Back to documentation](/README.md#documentation-)';

 for (const file of files) {
 const contents: string = await fs.readFile(file, 'utf8');

 // Printing a nice message to allow for quick fixing
 const endsWithBacklink: boolean = contents.trim().endsWith(backLink);

 if (!endsWithBacklink) {
 expect(`
 File: ""${file}""
 Did not end with back link
 `).toBe(true);
 }

 // need at least one assertion
 expect(true).toBe(true);
 }
});","it('should end all nested docs with a link back to the documentation root', async () => {
  const files: string[] = await globby('docs/**/*.md');
  expect(files.length).toBeGreaterThan(0);
  const backLink: string =
    '[← Back to documentation](/README.md#documentation-)';

  const results = await Promise.all(
    files.map(async (file) => {
      const contents: string = await fs.readFile(file, 'utf8');
      return { file, endsWithBacklink: contents.trim().endsWith(backLink) };
    })
  );

  results.forEach(({ file, endsWithBacklink }) => {
    expect(endsWithBacklink).toBe(
      true,
      `File: ""${file}"" did not end with back link`
    );
  });
});
",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 27.211s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
35,snutsjs,atlassian/react-beautiful-dnd,/test/unit/view/use-droppable-publisher/is-element-scrollable.spec.js,SubOptimalAssert,"{""startLine"":21,""endLine"":21}",start: 16 end: 23,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: SubOptimalAssert
- Smell Location:  Line Range:  startLine : 21, endLine : 21
- Description:  Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful

Request:
Refactor the affected code to eliminate the SubOptimalAssert. Ensure the test remains correct, readable, and maintainable.","it('should return false if an element has overflow:visible', () => {
 ['overflowY', 'overflowX'].forEach((overflow: string) => {
 const el: HTMLElement = document.createElement('div');
 // $ExpectError - flow being mean
 el.style[overflow] = 'visible';
 expect(getClosestScrollable(el)).toBe(null);
 });
});","it('should return false if an element has overflow:visible', () => {
  ['overflowY', 'overflowX'].forEach((overflow: string) => {
    const el: HTMLElement = document.createElement('div');
    // $ExpectError - flow being mean
    el.style[overflow] = 'visible';
    expect(getClosestScrollable(el)).toBeNull();
  });
});",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.177s, estimated 27s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
36,snutsjs,atlassian/react-beautiful-dnd,/test/unit/view/use-droppable-publisher/is-element-scrollable.spec.js,SubOptimalAssert,"{""startLine"":64,""endLine"":64}",start: 60 end: 66,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: SubOptimalAssert
- Smell Location:  Line Range:  startLine : 64, endLine : 64
- Description:  Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful

Request:
Refactor the affected code to eliminate the SubOptimalAssert. Ensure the test remains correct, readable, and maintainable.","it('should warn if the body might be a scroll container', () => {
 body.style.overflowX = 'auto';
 html.style.overflowY = 'auto';

 expect(getClosestScrollable(body)).toBe(null);
 expect(console.warn).toHaveBeenCalled();
 });","  it('should warn if the body might be a scroll container', () => {
    body.style.overflowX = 'auto';
    html.style.overflowY = 'auto';

    expect(getClosestScrollable(body)).toBeNull();
    expect(console.warn).toHaveBeenCalledWith(
      expect.stringContaining('A potential scroll container was detected')
    );
  });",TRUE,TRUE,FALSE,TRUE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 2 failed, 236 passed, 238 total
Tests: 3 failed, 1228 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.389s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
37,snutsjs,atlassian/react-beautiful-dnd,/test/unit/view/use-droppable-publisher/is-element-scrollable.spec.js,SubOptimalAssert,"{""startLine"":70,""endLine"":70}",start: 68 end: 72,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: SubOptimalAssert
- Smell Location:  Line Range:  startLine : 70, endLine : 70
- Description:  Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful

Request:
Refactor the affected code to eliminate the SubOptimalAssert. Ensure the test remains correct, readable, and maintainable.","it('should not mark the body as a scroll container if it does not have any overflow set', () => {
 body.style.overflowX = 'visible';
 expect(getClosestScrollable(body)).toBe(null);
 expect(console.warn).not.toHaveBeenCalled();
 });","  it('should not mark the body as a scroll container if it does not have any overflow set', () => {
    body.style.overflowX = 'visible';
    expect(getClosestScrollable(body)).toBeNull();
    expect(console.warn).not.toHaveBeenCalledWith(expect.any(String));
  });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 26.568s, estimated 36s","Statements : 94.02% ( 3708/3944 )
Branches : 86.86% ( 1362/1568 )
Functions : 95.12% ( 935/983 )
Lines : 93.98% ( 3625/3857 )","Test Suites: 1 failed, 237 passed, 238 total
Tests: 2 failed, 1229 passed, 1231 total
Snapshots: 2 passed, 2 total
Time: 23.55s, estimated 26s","Statements : 94.02%
Branches : 86.86%
Functions : 95.12%
Lines : 93.98%",
