Id,Tool Detection,Repository,File,Type,Lines,Method Lines,Prompt,Original Method,Refactored Method,Refactored,Removed smell,Added new smell,Test results changed,Coverage changed,Test before,Coverage before,Test after,Coverage after,Observation
79,steel,miragejs/miragejs,/__tests__/internal/unit/server-test.js,Magic Number,"{'line': 88, 'column': 31, 'index': 1818}",start: 85 end: 91,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Magic Number
- Smell Location:  Line : 89, column: 31, index: 1818
- Description:  Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.

Request:
Refactor the affected code to eliminate the Magic Number. Ensure the test remains correct, readable, and maintainable.","test(""allows setting the timing to 0"", async () => {
 let server = createServer({ timing: 0 });

 expect(server.timing).toBe(0);

 server.shutdown();
 });","  test(""allows setting the timing to zero"", async () => {
  // Zero timing means no artificial delay between requests
  const NO_DELAY = 0;
  let server = createServer({ timing: NO_DELAY });

  expect(server.timing).toBe(NO_DELAY);

  server.shutdown();
});",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 48 passed, 48 total
Tests: 366 passed, 366 total
Snapshots: 0 total
Time: 4.168 s, estimated 6 s","Statements : 88.1%
Branches : 84.44%
Functions : 84.37%
Lines : 88.28%","Test Suites: 48 passed, 48 total
Tests: 366 passed, 366 total
Snapshots: 0 total
Time: 6.684 s","Statements : 88.1%
Branches : 84.44%
Functions : 84.37%
Lines : 88.28%",
80,steel,miragejs/miragejs,/__tests__/internal/unit/server-test.js,Magic Number,"{'line': 102, 'column': 31, 'index': 2121}",start: 95 end: 105,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Magic Number
- Smell Location:  Line : 103, column: 31, index: 2121
- Description:  Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.

Request:
Refactor the affected code to eliminate the Magic Number. Ensure the test remains correct, readable, and maintainable.","test(""forces timing to 0 in test environment"", () => {
 let server = new Server({ environment: ""test"" });

 server.loadConfig(function () {
 this.timing = 50;
 });

 expect(server.timing).toBe(0);

 server.shutdown();
 });","  test(""forces timing to 0 in test environment"", () => {
    // Define timing constant to avoid magic number
    const ARBITRARY_TIMING_VALUE = 50;
    
    let server = new Server({ environment: ""test"" });

    server.loadConfig(function () {
      this.timing = ARBITRARY_TIMING_VALUE;
    });

    expect(server.timing).toBe(0);

    server.shutdown();
});",TRUE,FALSE,FALSE,FALSE,FALSE,"Test Suites: 48 passed, 48 total
Tests: 366 passed, 366 total
Snapshots: 0 total
Time: 4.168 s, estimated 6 s","Statements : 88.1%
Branches : 84.44%
Functions : 84.37%
Lines : 88.28%","Test Suites: 48 passed, 48 total
Tests: 366 passed, 366 total
Snapshots: 0 total
Time: 6.739 s","Statements : 88.1%
Branches : 84.44%
Functions : 84.37%
Lines : 88.28%",
81,steel,miragejs/miragejs,/__tests__/internal/unit/schema-test.js,Duplicate Assert,"{'line': 42, 'column': 4, 'index': 1188}",start: 33 end: 47,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 43, column: 4, index: 1188
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","test(""`first()` returns null when nothing is found"", () => {
 expect.assertions(2);

 let db = new Db();
 let schema = new Schema(db);

 let authorModel = Model.extend({});
 schema.registerModel(""author"", authorModel);

 expect(schema.first(""author"")).toBeNull();

 let record = schema.create(""author"", { id: 1, name: ""Mary Roach"" });

 expect(schema.first(""author"")).toEqual(record);
 });","  test(""`first()` returns expected results for empty and populated schema"", () => {
    expect.assertions(2);

    let db = new Db();
    let schema = new Schema(db);

    let authorModel = Model.extend({});
    schema.registerModel(""author"", authorModel);

    // Test empty schema returns null
    expect(schema.first(""author"")).toBeNull();

    // Test populated schema returns first record
    let record = schema.create(""author"", { id: 1, name: ""Mary Roach"" });

    expect(schema.first(""author"")).toEqual(record);
  });",TRUE,FALSE,FALSE,FALSE,FALSE,"Test Suites: 48 passed, 48 total
Tests: 366 passed, 366 total
Snapshots: 0 total
Time: 4.168 s, estimated 6 s","Statements : 88.1%
Branches : 84.44%
Functions : 84.37%
Lines : 88.28%","Test Suites: 48 passed, 48 total
Tests: 366 passed, 366 total
Snapshots: 0 total
Time: 4.945 s, estimated 5 s","Statements : 88.1%
Branches : 84.44%
Functions : 84.37%
Lines : 88.28%",
82,snutsjs,brookhong/surfingkeys,/tests/content_scripts/uiframe.test.js,TestWithoutDescription,"{""startLine"":42,""endLine"":44}",start: 42 end: 44,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: TestWithoutDescription
- Smell Location:  Line Range:  startLine : 42, endLine : 44
- Description:  A test case that is defined without a descriptive name or message, making it unclear what functionality is being tested.

Request:
Refactor the affected code to eliminate the TestWithoutDescription. Ensure the test remains correct, readable, and maintainable.","it("""", () => {
 uiframe.default();
 });","    it(""should initialize uiframe by calling default function"", () => {
        uiframe.default();
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.963 s, estimated 5 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
83,snutsjs,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,SubOptimalAssert,"{""startLine"":65,""endLine"":65}",start: 62 end: 76,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: SubOptimalAssert
- Smell Location:  Line Range:  startLine : 65, endLine : 65
- Description:  Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful

Request:
Refactor the affected code to eliminate the SubOptimalAssert. Ensure the test remains correct, readable, and maintainable.","test(""verify local shortcuts for markdown preview"", async () => {
 document.execCommand = jest.fn();

 expect(normal.mappings.find('of')).toBe(undefined);
 expect(document.execCommand).toHaveBeenCalledTimes(0);

 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 expect(normal.mappings.find('of').meta.word).toBe('of');
 expect(document.execCommand).toHaveBeenCalledTimes(1);
 });","    test(""verify local shortcuts for markdown preview"", async () => {
        document.execCommand = jest.fn();

        // More specific assertion for initial state
        expect(normal.mappings.find('of')).toBeUndefined();
        expect(document.execCommand).toHaveBeenCalledTimes(0);

        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        // More specific assertions for final state
        const mapping = normal.mappings.find('of');
        expect(mapping).toBeDefined();
        expect(mapping.meta.word).toBe('of');
        expect(document.execCommand).toHaveBeenCalledTimes(1);
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 3.239 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
84,snutsjs,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,SubOptimalAssert,"{""startLine"":88,""endLine"":88}",start: 78 end: 90,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: SubOptimalAssert
- Smell Location:  Line Range:  startLine : 88, endLine : 88
- Description:  Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful

Request:
Refactor the affected code to eliminate the SubOptimalAssert. Ensure the test remains correct, readable, and maintainable.","test(""render markdown from clipboard"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });
 const links = document.querySelectorAll(""a"");
 expect(links.length).toBe(2);
 expect(links[0].href).toBe(""https://github.com/"");
 });","    test(""render markdown from clipboard"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });
        const links = document.querySelectorAll(""a"");
        expect(links).toHaveLength(2);
        expect(links[0]).toHaveProperty('href', 'https://github.com/');
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 3.452 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
85,snutsjs,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,SubOptimalAssert,"{""startLine"":111,""endLine"":111}",start: 92 end: 118,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: SubOptimalAssert
- Smell Location:  Line Range:  startLine : 111, endLine : 111
- Description:  Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful

Request:
Refactor the affected code to eliminate the SubOptimalAssert. Ensure the test remains correct, readable, and maintainable.","test(""follow links generated from markdown"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 const links = document.querySelectorAll(""a"");
 links.forEach((l, i) => {
 l.getBoundingClientRect = jest.fn(() => {
 return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
 });
 });
 document.elementFromPoint = jest.fn(() => {
 return null;
 });
 expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

 document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
 const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
 expect(hint_labels.length).toBe(2);
 expect(hint_labels[0].label).toBe(""A"");
 expect(hint_labels[1].label).toBe(""S"");
 });","    test(""follow links generated from markdown"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        const links = document.querySelectorAll(""a"");
        links.forEach((l, i) => {
            l.getBoundingClientRect = jest.fn(() => {
                return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
            });
        });
        document.elementFromPoint = jest.fn(() => {
            return null;
        });
        // Use more specific assertion to check for element non-existence
        expect(document.querySelector(""div.surfingkeys_hints_host"")).toBeNull();

        document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
        const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
        expect(hint_labels.length).toBe(2);
        expect(hint_labels[0].label).toBe(""A"");
        expect(hint_labels[1].label).toBe(""S"");
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 3.179 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
86,snutsjs,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,SubOptimalAssert,"{""startLine"":115,""endLine"":115}",start: 92 end: 118,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: SubOptimalAssert
- Smell Location:  Line Range:  startLine : 115, endLine : 115
- Description:  Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful

Request:
Refactor the affected code to eliminate the SubOptimalAssert. Ensure the test remains correct, readable, and maintainable.","test(""follow links generated from markdown"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 const links = document.querySelectorAll(""a"");
 links.forEach((l, i) => {
 l.getBoundingClientRect = jest.fn(() => {
 return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
 });
 });
 document.elementFromPoint = jest.fn(() => {
 return null;
 });
 expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

 document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
 const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
 expect(hint_labels.length).toBe(2);
 expect(hint_labels[0].label).toBe(""A"");
 expect(hint_labels[1].label).toBe(""S"");
 });","    test(""follow links generated from markdown"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        const links = document.querySelectorAll(""a"");
        links.forEach((l, i) => {
            l.getBoundingClientRect = jest.fn(() => {
                return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
            });
        });
        document.elementFromPoint = jest.fn(() => {
            return null;
        });
        // Using more specific assertion to check for element non-existence
        expect(document.querySelector(""div.surfingkeys_hints_host"")).toBeNull();

        document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
        const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
        expect(hint_labels.length).toBe(2);
        expect(hint_labels[0].label).toBe(""A"");
        expect(hint_labels[1].label).toBe(""S"");
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 3.418 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
87,snutsjs,brookhong/surfingkeys,/tests/content_scripts/common/normal.test.js,ConditionalTestLogic,"{""startLine"":29,""endLine"":31}",start: 25 end: 35,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: ConditionalTestLogic
- Smell Location:  Line Range:  startLine : 29, endLine : 31
- Description:  Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests

Request:
Refactor the affected code to eliminate the ConditionalTestLogic. Ensure the test remains correct, readable, and maintainable.","test(""normal /"", async () => {
 normal.enter();
 await new Promise((r) => {
 document.addEventListener(""surfingkeys:front"", function(evt) {
 if (evt.detail.length && evt.detail[0] === ""openFinder"") {
 r(evt);
 }
 });
 document.body.dispatchEvent(new KeyboardEvent('keydown',{'key':'/'}));
 });
 });","    test(""normal /"", async () => {
        normal.enter();
        await new Promise((r) => {
            const handleEvent = (evt) => {
                const isOpenFinderEvent = evt.detail.length && evt.detail[0] === ""openFinder"";
                if (isOpenFinderEvent) {
                    document.removeEventListener(""surfingkeys:front"", handleEvent);
                    r(evt);
                }
            };
            document.addEventListener(""surfingkeys:front"", handleEvent);
            document.body.dispatchEvent(new KeyboardEvent('keydown',{'key':'/'}));
        });
    });",TRUE,FALSE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.793 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
88,snutsjs,brookhong/surfingkeys,/tests/content_scripts/common/normal.test.js,ConditionalTestLogic,"{""startLine"":66,""endLine"":68}",start: 62 end: 77,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: ConditionalTestLogic
- Smell Location:  Line Range:  startLine : 66, endLine : 68
- Description:  Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests

Request:
Refactor the affected code to eliminate the ConditionalTestLogic. Ensure the test remains correct, readable, and maintainable.","test(""normal mouse up"", async () => {
 runtime.conf.mouseSelectToQuery = [ ""http://localhost"" ];
 await new Promise((r) => {
 document.addEventListener(""surfingkeys:front"", function(evt) {
 if (evt.detail.length && evt.detail[0] === ""querySelectedWord"") {
 r(evt);
 }
 });
 document.body.dispatchEvent(new MouseEvent('mouseup', {
 bubbles: true,
 cancelable: true,
 view: window,
 button: 0
 }));
 });
 });","    test(""normal mouse up"", async () => {
        runtime.conf.mouseSelectToQuery = [ ""http://localhost"" ];
        await new Promise((r) => {
            const handleEvent = (evt) => {
                r(evt);
            };
            document.addEventListener(""surfingkeys:front"", handleEvent);
            document.body.dispatchEvent(new MouseEvent('mouseup', {
                bubbles: true,
                cancelable: true, 
                view: window,
                button: 0
            }));
        });
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.696 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
89,steel,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,Duplicate Assert,"{'line': 66, 'column': 8, 'index': 2706}",start: 62 end: 76,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 67, column: 8, index: 2706
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","test(""verify local shortcuts for markdown preview"", async () => {
 document.execCommand = jest.fn();

 expect(normal.mappings.find('of')).toBe(undefined);
 expect(document.execCommand).toHaveBeenCalledTimes(0);

 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 expect(normal.mappings.find('of').meta.word).toBe('of');
 expect(document.execCommand).toHaveBeenCalledTimes(1);
 });","    test(""verify local shortcuts for markdown preview"", async () => {
        document.execCommand = jest.fn();

        // Initial state check
        expect(normal.mappings.find('of')).toBe(undefined);
        
        // Trigger settings load
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        // Verify mapping and command execution after settings load
        const mapping = normal.mappings.find('of');
        expect(mapping.meta.word).toBe('of');
        expect(document.execCommand).toHaveBeenCalledTimes(1);
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.868 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
90,steel,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,Duplicate Assert,"{'line': 75, 'column': 8, 'index': 3043}",start: 62 end: 76,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 76, column: 8, index: 3043
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","test(""verify local shortcuts for markdown preview"", async () => {
 document.execCommand = jest.fn();

 expect(normal.mappings.find('of')).toBe(undefined);
 expect(document.execCommand).toHaveBeenCalledTimes(0);

 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 expect(normal.mappings.find('of').meta.word).toBe('of');
 expect(document.execCommand).toHaveBeenCalledTimes(1);
 });","    test(""verify local shortcuts for markdown preview"", async () => {
        document.execCommand = jest.fn();

        // Initial state check
        expect(normal.mappings.find('of')).toBe(undefined);

        // Trigger settings load
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        // Verify mapping and command execution after settings load
        const mapping = normal.mappings.find('of');
        expect(mapping.meta.word).toBe('of');
        expect(document.execCommand).toHaveBeenCalledTimes(1);
    });",TRUE,FALSE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.766 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
91,steel,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,Magic Number,"{'line': 88, 'column': 34, 'index': 3642}",start: 78 end: 90,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Magic Number
- Smell Location:  Line : 89, column: 34, index: 3642
- Description:  Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.

Request:
Refactor the affected code to eliminate the Magic Number. Ensure the test remains correct, readable, and maintainable.","test(""render markdown from clipboard"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });
 const links = document.querySelectorAll(""a"");
 expect(links.length).toBe(2);
 expect(links[0].href).toBe(""https://github.com/"");
 });","    test(""render markdown from clipboard"", async () => {
        // Number of expected links in the markdown content
        const EXPECTED_LINKS_COUNT = 2;

        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });
        const links = document.querySelectorAll(""a"");
        expect(links.length).toBe(EXPECTED_LINKS_COUNT);
        expect(links[0].href).toBe(""https://github.com/"");
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.754 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
